"","obj_1_wt","obj_2_wt","obj_3_wt","sdr_1","awy_1","spatial_inputs","budget_level","AWY_1_agg_delta_rel","SDE_2_agg_delta_rel","SDL_3_agg_delta_rel","obj_wtd_agg_delta_rel","AWY_1_rast_delta_rel","SDE_2_rast_delta_rel","SDL_3_rast_delta_rel","obj_wtd_rast_delta_rel","AWY_1_pix_ave_delta_rel","SDE_2_pix_ave_delta_rel","SDL_3_pix_ave_delta_rel","obj_wtd_pix_ave_delta_rel","AWY_1_agg_delta_abs","SDE_2_agg_delta_abs","SDL_3_agg_delta_abs","obj_wtd_agg_delta_abs","AWY_1_rast_delta_abs","SDE_2_rast_delta_abs","SDL_3_rast_delta_abs","obj_wtd_rast_delta_abs","AWY_1_pix_ave_delta_abs","SDE_2_pix_ave_delta_abs","SDL_3_pix_ave_delta_abs","obj_wtd_pix_ave_delta_abs","agroforestry_frac_area","reforestation_frac_area","road_mitigation_frac_area","grass_strips_frac_area","riparian_mgmt_frac_area","terracing_frac_area","agroforestry_frac_alloc","reforestation_frac_alloc","road_mitigation_frac_alloc","grass_strips_frac_alloc","riparian_mgmt_frac_alloc","terracing_frac_alloc","agroforestry_npix","reforestation_npix","road_mitigation_npix","grass_strips_npix","riparian_mgmt_npix","terracing_npix","agroforestry_budg","reforestation_budg","road_mitigation_budg","grass_strips_budg","riparian_mgmt_budg","terracing_budg","port_rast","lulc_w_port"
"11",0.25,0.5,0.25,0.5,1,"A",1e+06,0.482885892968625,0.493510846514255,0.518298868555576,0.585832457989454,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.36577917682007,0.808778513222933,0.913119712145999,0.80436724703759,60.2979886112735,21.0678613977507,35.6175761437044,18.2651620591059,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.67354675848037,90.7660793978721,4.17730349581689,61.3464381545782,0.429866110906005,0.683152679121122,0.691934432834387,0.724071046337485,0.73931724880822,0.0909239244647324,0.751085982425138,0.684514258988202,0.715597400674596,0.477512713521719,0.498980408534408,0.733794395811856,93.542881985195,32.292347215116,36.2356627359986,31.3796347705647,21.5583428042009,35.9226238215342,69.1613971022889,4.59240053314716,31.0839214362204,68.5337070608512,15.0977496756241,75.2693514106795,"fake_raster1.tif","fake_raster1.tif"
"12",0.5,0.5,0,0.5,1,"A",1e+06,0.17416486912407,0.952254196861759,0.689842573367059,0.062190004857257,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.664176482241601,0.539177909260616,0.358803330454975,0.669309839839116,51.3779337517917,2.86527774296701,48.7829959020019,5.60553527902812,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",75.4976635565981,50.0155575573444,84.5618804916739,71.6423044446856,0.00415495969355106,0.576833257917315,0.346095539396629,0.931034396169707,0.703853351296857,0.662591479718685,0.628649595426396,0.321429387200624,0.464852708159015,0.531550731277093,0.62664464651607,0.716467422666028,99.0460223052651,70.3221605392173,36.8024113355204,71.3473851559684,63.4785906178877,91.6151792276651,7.97965936362743,27.6518198894337,26.0312285507098,60.0345745449886,21.1065876763314,30.9448464075103,"fake_raster1.tif","fake_raster1.tif"
"13",0,0.75,0.25,0.5,1,"A",1e+06,0.14236596529372,0.152504762634635,0.0854556020349264,0.413146288134158,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.271443029167131,0.910196237731725,0.154196515679359,0.830242826137692,6.81591106113046,66.5792566724122,65.6063293339685,5.93606729526073,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",23.3673218404874,39.6074906922877,63.6138967005536,2.20796442590654,0.166596855269745,0.408245865954086,0.687379291048273,0.436630458803847,0.96137317805551,0.898060237755999,0.0834558922797441,0.0331206626724452,0.157207111595199,0.9610505416058,0.823342968709767,0.726979120634496,70.897208689712,70.8363242447376,1.42397354356945,25.3535343566909,56.0964581789449,47.902965452522,74.6363832848147,67.0431676087901,42.687702877447,3.5256780218333,2.52973237074912,42.7885276498273,"fake_raster1.tif","fake_raster1.tif"
"14",0.25,0.75,0,0.5,1,"A",1e+06,0.429732852848247,0.457182209007442,0.241816921858117,0.296972737880424,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.177714023506269,0.308439725311473,0.533052113372833,0.345309930155054,72.4289430771023,39.7490723524243,32.0111571112648,44.7948678862303,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",74.9437015270814,24.2471180623397,62.3894972726703,65.7006991095841,0.531109811039641,0.0307818306609988,0.0939642363227904,0.125524132279679,0.840278903953731,0.30040804669261,0.558946775272489,0.144055507378653,0.0203668514732271,0.106943066231906,0.615401619579643,0.672490070573986,92.6511493511498,19.2123801680282,45.4496312653646,50.135824107565,65.6302397605032,49.9516657786444,4.1380611481145,13.1946896202862,22.7013587253168,93.5678768437356,98.0401932727545,14.272350911051,"fake_raster1.tif","fake_raster1.tif"
"15",0,1,0,0.5,1,"A",1e+06,0.429073460865766,0.267879830906168,0.00773009238764644,0.425485573709011,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.0984856970608234,0.974534458247945,0.728043250739574,0.648418124532327,32.0160171017051,89.0593867516145,65.5827568145469,21.9181865686551,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",13.2451908197254,42.8931928239763,13.400567509234,96.5748967602849,0.0975314234383404,0.716458520386368,0.578288639429957,0.576276066945866,0.432858570478857,0.460319127421826,0.683900936041027,0.322648797184229,0.280263694468886,0.637683688430116,0.213407020783052,0.108829168137163,23.2522614300251,84.0745374560356,57.1674113394693,38.3798660011962,91.7526955716312,27.793226740323,46.4412270346656,65.6240056967363,36.049068858847,57.2027802933007,58.4829293889925,62.5806684605777,"fake_raster1.tif","fake_raster1.tif"
"16",0,0,1,2,1,"A",1e+06,0.276264548301697,0.249560012482107,0.75166718265973,0.410177858779207,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.823903119191527,0.0590661414898932,0.6642497763969,0.850219787796959,6.89689151477069,90.9104517661035,44.9766604229808,96.5804998762906,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",72.7273523574695,1.38745580334216,73.5321621410549,29.3686740333214,0.228004398755729,0.170559097547084,0.0739342770539224,0.559115268988535,0.648418112192303,0.965091188671067,0.0290135040413588,0.694872275227681,0.142092038644478,0.128014526795596,0.921611197525635,0.294239142909646,89.0759859234095,22.7069393265992,19.7122278856114,30.8852487476543,6.9786662934348,73.8290077541023,62.0329416822642,96.1552023654804,79.6231705928221,78.9199372986332,10.3870816528797,50.526657840237,"fake_raster1.tif","fake_raster1.tif"
"17",0.25,0,0.75,2,1,"A",1e+06,0.285467639099807,0.92364329053089,0.924747870536521,0.927610602462664,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.696258475771174,0.38181086583063,0.075509020825848,0.458712206454948,62.9073240794241,8.418731787242,16.2586665945128,79.3914334615692,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",77.4020195938647,19.2779653705657,22.2842458635569,49.6912659844384,0.545141260838136,0.626196332974359,0.674098772462457,0.739961126120761,0.390615808079019,0.291202379157767,0.375352007104084,0.523567060008645,0.346689908532426,0.968308263225481,0.437953214161098,0.319920559413731,90.991587517783,51.3687567552552,15.6123124063015,53.4539377549663,37.7773414133117,39.6392141701654,99.0754057653248,28.0151540413499,51.4428527560085,8.6395813152194,51.920804195106,36.6946252994239,"fake_raster1.tif","fake_raster1.tif"
"18",0.5,0,0.5,2,1,"A",1e+06,0.168558983597904,0.0825626666191965,0.939648516708985,0.515960749005899,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.161902711959556,0.194525320548564,0.690982476342469,0.388894522329792,80.3740267409012,40.3576463460922,48.463124432601,43.7806794419885,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",53.1941089313477,7.02915063593537,32.3259763885289,87.1952628716826,0.580777216469869,0.816112725995481,0.75904286513105,0.873567205388099,0.245624473318458,0.862122279126197,0.204966844525188,0.844033048022538,0.586808622349054,0.538571443408728,0.97028475953266,0.6652844727505,91.1269671749324,50.5393261555582,55.8357967296615,85.3692194446921,27.3426130181178,94.0787036670372,99.2150076432154,23.2203521532938,92.2210838412866,58.3204535301775,91.4906873600557,49.0431657293811,"fake_raster1.tif","fake_raster1.tif"
"19",0.75,0,0.25,2,1,"A",1e+06,0.759614959126338,0.462094246875495,0.962553599150851,0.632069774670526,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.245196690317243,0.663365322630852,0.821544149424881,0.583836484001949,55.1634901203215,13.6436723172665,69.3213309627026,90.7167608849704,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",13.3462323108688,69.6462268242612,62.1693623717874,52.0853084046394,0.521135364193469,0.377760639647022,0.225272424984723,0.299687294755131,0.870096898637712,0.205287565942854,0.321874820627272,0.0958695879671723,0.357225983170792,0.746997602982447,0.042181933298707,0.24409256502986,97.3189956508577,29.8295085784048,34.2229140456766,89.7455968661234,61.7606702260673,86.6756096482277,60.5774817289785,96.4889408089221,78.4519205102697,43.5636244248599,8.02229749970138,48.0962126282975,"fake_raster1.tif","fake_raster1.tif"
"20",1,0,0,2,1,"A",1e+06,0.911322551080957,0.964141516014934,0.696860833093524,0.809100875398144,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.735055697383359,0.251374348299578,0.0166802445892245,0.00259215943515301,29.3017549440265,80.1453887717798,28.8479240611196,56.0786467511207,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",58.8290464133024,0.381881929934025,23.7022141227499,54.1022648569196,0.291736258892342,0.457818980095908,0.768055057618767,0.0260849220212549,0.142177001107484,0.430112967733294,0.114658531267196,0.209504339611158,0.909232285339385,0.837586398702115,0.43451297772117,0.255828507244587,81.4842354040593,86.1017562448978,41.2814552662894,64.6280968794599,16.924618720077,52.594566415064,11.3273378927261,33.3485027775168,85.4498818749562,10.0104465149343,8.13452545553446,6.35342893656343,"fake_raster1.tif","fake_raster1.tif"
"21",0,0.25,0.75,2,1,"A",1e+06,0.0893424770329148,0.318953757174313,0.354253115132451,0.00105801224708557,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.805782346287742,0.380148411728442,0.437946937745437,0.505398108623922,52.9791192850098,29.0807708865032,40.5805077403784,55.443282215856,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",10.6224693823606,96.5964083792642,52.1313758566976,90.6286111334339,0.780005255714059,0.998217057436705,0.412935579195619,0.306172037962824,0.081827346002683,0.833421749528497,0.0630371684674174,0.555109874112532,0.901781979715452,0.472041025524959,0.742293854709715,0.478963597444817,9.06429472379386,30.7154669426382,3.76965736504644,71.6371508315206,59.4912067521363,34.4099730020389,97.7731291670352,65.6150564085692,72.9595199925825,20.9503625286743,94.3968384061009,70.7880288362503,"fake_raster1.tif","fake_raster1.tif"
"22",0.25,0.25,0.5,2,1,"A",1e+06,0.578441434772685,0.415729084983468,0.22105152416043,0.679324177559465,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.203433593269438,0.315388938644901,0.871679807314649,0.983065649634227,47.826602589339,32.4175204848871,79.1234946344048,49.3857778375968,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",91.0012769512832,31.2016930198297,79.3202479137108,20.0828858884051,0.138591255294159,0.437214018544182,0.478192124748603,0.837388864951208,0.184050414478406,0.255796059500426,0.997064030263573,0.417217501439154,0.844209133414552,0.389058101456612,0.468107290565968,0.889691998716444,0.963098579086363,96.0857349913567,48.0542741250247,89.1489811474457,72.6830007974058,30.4125235415995,8.16880227066576,44.9985878076404,92.6833512494341,42.8313583368436,33.4837701171637,8.12764926813543,"fake_raster1.tif","fake_raster1.tif"
"23",0.5,0.25,0.25,2,1,"A",1e+06,0.0720539232715964,0.881047009024769,0.93949063308537,0.294721943326294,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.92861629021354,0.926700364099815,0.590595657471567,0.770444497233257,39.5589482039213,30.4271347122267,65.8074874430895,12.6425478141755,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",21.0563959088176,35.0923509337008,71.8582408968359,26.7986598890275,0.524181881453842,0.0403971110936254,0.791547942673787,0.492031246423721,0.402538860682398,0.244323248043656,0.831479199230671,0.0232599873561412,0.553300528787076,0.717260401695967,0.277645999100059,0.792023010319099,50.9140672395006,20.3030347824097,74.3955981452018,74.0337523398921,3.7062541116029,99.6165239717811,73.0458318721503,26.6896014101803,43.2260613422841,49.3903425289318,87.027884600684,82.3434936581179,"fake_raster1.tif","fake_raster1.tif"
"24",0.75,0.25,0,2,1,"A",1e+06,0.238594445865601,0.891297556459904,0.73315649246797,0.768609816208482,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.41392284934409,0.839153036242351,0.53016122081317,0.255261584883556,0.0404708785936236,52.405614987947,14.4046278204769,68.1049492675811,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",64.0758256660774,91.1988100036979,4.39629585016519,97.3597478121519,0.395702354377136,0.913336602505296,0.613816175609827,0.0304772027302533,0.707667743088678,0.59688954683952,0.254585127811879,0.757387758698314,0.0450357762165368,0.41029191063717,0.857253062771633,0.054347853641957,39.6546932635829,29.3418072396889,55.5361049482599,85.0510047981516,94.4119937019423,69.122399832122,76.20891535189,16.3626863854006,12.198215094395,11.320950742811,34.0926351025701,89.9612301029265,"fake_raster1.tif","fake_raster1.tif"
"25",0,0.5,0.5,2,1,"A",1e+06,0.149153643054888,0.345715067116544,0.125765106407925,0.731721651507542,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.601958877407014,0.763860558625311,0.434556333813816,0.513780197361484,83.6289305472746,96.8615186167881,15.9849893534556,58.855491830036,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",93.2862903224304,20.2303095487878,82.1882685879245,14.0846512746066,0.586388122290373,0.751902626827359,0.00929655972868204,0.307852516649291,0.444146760273725,0.0929985921829939,0.472633130615577,0.437402030685917,0.738695812411606,0.597359506879002,0.213731546187773,0.156142982654274,0.0584198394790292,11.7236903868616,22.4414314609021,98.2311195228249,43.6594879021868,63.0798865109682,81.9431907031685,56.2215890502557,25.7896128576249,34.8312593763694,40.1707016630098,71.7283057514578,"fake_raster1.tif","fake_raster1.tif"
"26",0.25,0.5,0.25,2,1,"A",1e+06,0.182653937255964,0.881831446662545,0.161547858268023,0.514060884714127,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.548366338247433,0.222548745106906,0.457302646944299,0.0426449615042657,14.0804978087544,51.2931095436215,77.2996305720881,44.6271967841312,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",74.7762792045251,63.2575357332826,57.6602950925007,60.7048620469868,0.357288558036089,0.506058419356123,0.0158567961771041,0.0188290991354734,0.195959790144116,0.459066715557128,0.347823800519109,0.180310842115432,0.726802503224462,0.258329147705808,0.534302558982745,0.824035804718733,68.2469627819955,52.628130139783,20.3706555999815,80.0377064151689,39.117750688456,93.5136784333736,52.9166831634939,4.41628242842853,3.0571800423786,28.2601748825982,16.8781887274235,6.24746910762042,"fake_raster1.tif","fake_raster1.tif"
"27",0.5,0.5,0,2,1,"A",1e+06,0.509443005779758,0.466718254145235,0.710926003521308,0.828291612211615,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",0.0726280955132097,0.335816140053794,0.93355165515095,0.279363950714469,82.1708974661306,70.2759043779224,20.8334258757532,19.4016418186948,"fake_raster1.tif","fake_raster1.tif","fake_raster1.tif","fake_raster1.tif",4.55475996714085,36.8444663239643,77.4625389836729,51.4740664046258,0.489464936312288,0.61967560229823,0.156161890830845,0.107384054455906,0.280922153964639,0.151510962983593,0.572910083224997,0.633548346115276,0.20039178407751,0.749581060139462,0.706792895682156,0.792292641475797,31.632841611281,79.1841143975034,65.679059876129,12.3096253722906,37.6244775950909,49.9702458735555,88.9000761555508,22.6894506486133,8.80903420038521,83.9545696275309,77.8454976389185,21.93730592262,"fake_raster1.tif","fake_raster1.tif"
